sample_id,OTU_0,OTU_1,OTU_10,OTU_100,OTU_101,OTU_102,OTU_103,OTU_104,OTU_105,OTU_106,OTU_107,OTU_108,OTU_109,OTU_11,OTU_110,OTU_111,OTU_112,OTU_113,OTU_114,OTU_115,OTU_116,OTU_117,OTU_118,OTU_119,OTU_12,OTU_120,OTU_121,OTU_122,OTU_123,OTU_124,OTU_125,OTU_126,OTU_127,OTU_128,OTU_129,OTU_13,OTU_130,OTU_131,OTU_132,OTU_133,OTU_134,OTU_135,OTU_136,OTU_137,OTU_138,OTU_139,OTU_14,OTU_140,OTU_141,OTU_142,OTU_143,OTU_144,OTU_145,OTU_146,OTU_147,OTU_148,OTU_149,OTU_15,OTU_150,OTU_151,OTU_152,OTU_153,OTU_154,OTU_155,OTU_156,OTU_157,OTU_158,OTU_159,OTU_16,OTU_160,OTU_161,OTU_162,OTU_163,OTU_164,OTU_165,OTU_166,OTU_167,OTU_168,OTU_169,OTU_17,OTU_170,OTU_171,OTU_172,OTU_173,OTU_174,OTU_175,OTU_176,OTU_177,OTU_178,OTU_179,OTU_18,OTU_180,OTU_181,OTU_182,OTU_183,OTU_184,OTU_185,OTU_186,OTU_187,OTU_188,OTU_189,OTU_19,OTU_190,OTU_191,OTU_192,OTU_193,OTU_194,OTU_195,OTU_196,OTU_197,OTU_198,OTU_199,OTU_2,OTU_20,OTU_200,OTU_201,OTU_202,OTU_203,OTU_204,OTU_205,OTU_206,OTU_207,OTU_208,OTU_209,OTU_21,OTU_210,OTU_211,OTU_212,OTU_213,OTU_214,OTU_215,OTU_216,OTU_217,OTU_218,OTU_219,OTU_22,OTU_220,OTU_221,OTU_222,OTU_223,OTU_224,OTU_225,OTU_226,OTU_227,OTU_228,OTU_229,OTU_23,OTU_230,OTU_231,OTU_232,OTU_233,OTU_234,OTU_235,OTU_236,OTU_237,OTU_238,OTU_239,OTU_24,OTU_240,OTU_241,OTU_242,OTU_243,OTU_244,OTU_245,OTU_246,OTU_247,OTU_248,OTU_249,OTU_25,OTU_250,OTU_251,OTU_252,OTU_253,OTU_254,OTU_255,OTU_256,OTU_257,OTU_258,OTU_259,OTU_26,OTU_260,OTU_261,OTU_262,OTU_263,OTU_264,OTU_265,OTU_266,OTU_267,OTU_268,OTU_269,OTU_27,OTU_270,OTU_271,OTU_272,OTU_273,OTU_274,OTU_275,OTU_276,OTU_277,OTU_278,OTU_279,OTU_28,OTU_280,OTU_281,OTU_282,OTU_283,OTU_284,OTU_285,OTU_286,OTU_287,OTU_288,OTU_289,OTU_29,OTU_290,OTU_291,OTU_292,OTU_293,OTU_294,OTU_295,OTU_296,OTU_297,OTU_298,OTU_299,OTU_3,OTU_30,OTU_300,OTU_301,OTU_302,OTU_303,OTU_304,OTU_305,OTU_306,OTU_307,OTU_308,OTU_309,OTU_31,OTU_310,OTU_311,OTU_312,OTU_313,OTU_314,OTU_315,OTU_316,OTU_317,OTU_318,OTU_319,OTU_32,OTU_320,OTU_321,OTU_322,OTU_323,OTU_324,OTU_325,OTU_326,OTU_327,OTU_328,OTU_329,OTU_33,OTU_330,OTU_331,OTU_332,OTU_333,OTU_334,OTU_335,OTU_336,OTU_337,OTU_338,OTU_339,OTU_34,OTU_340,OTU_341,OTU_342,OTU_343,OTU_344,OTU_345,OTU_346,OTU_347,OTU_348,OTU_349,OTU_35,OTU_350,OTU_351,OTU_352,OTU_353,OTU_354,OTU_355,OTU_356,OTU_357,OTU_358,OTU_359,OTU_36,OTU_360,OTU_361,OTU_362,OTU_363,OTU_364,OTU_365,OTU_366,OTU_367,OTU_368,OTU_369,OTU_37,OTU_370,OTU_371,OTU_372,OTU_373,OTU_374,OTU_375,OTU_376,OTU_377,OTU_378,OTU_379,OTU_38,OTU_380,OTU_381,OTU_382,OTU_383,OTU_384,OTU_385,OTU_386,OTU_387,OTU_388,OTU_389,OTU_39,OTU_390,OTU_391,OTU_392,OTU_393,OTU_394,OTU_395,OTU_396,OTU_397,OTU_398,OTU_399,OTU_4,OTU_40,OTU_400,OTU_401,OTU_402,OTU_403,OTU_404,OTU_405,OTU_406,OTU_407,OTU_408,OTU_409,OTU_41,OTU_410,OTU_411,OTU_412,OTU_413,OTU_414,OTU_415,OTU_416,OTU_417,OTU_418,OTU_419,OTU_42,OTU_420,OTU_421,OTU_422,OTU_423,OTU_424,OTU_425,OTU_426,OTU_427,OTU_428,OTU_429,OTU_43,OTU_430,OTU_431,OTU_432,OTU_433,OTU_434,OTU_435,OTU_436,OTU_437,OTU_438,OTU_439,OTU_44,OTU_440,OTU_441,OTU_442,OTU_443,OTU_444,OTU_445,OTU_446,OTU_447,OTU_448,OTU_449,OTU_45,OTU_450,OTU_451,OTU_452,OTU_453,OTU_454,OTU_455,OTU_456,OTU_457,OTU_458,OTU_459,OTU_46,OTU_460,OTU_461,OTU_462,OTU_463,OTU_464,OTU_465,OTU_466,OTU_467,OTU_468,OTU_469,OTU_47,OTU_470,OTU_471,OTU_472,OTU_473,OTU_474,OTU_475,OTU_476,OTU_477,OTU_478,OTU_479,OTU_48,OTU_480,OTU_481,OTU_482,OTU_483,OTU_484,OTU_485,OTU_486,OTU_487,OTU_488,OTU_489,OTU_49,OTU_490,OTU_491,OTU_492,OTU_493,OTU_494,OTU_495,OTU_496,OTU_497,OTU_498,OTU_499,OTU_5,OTU_50,OTU_500,OTU_501,OTU_502,OTU_503,OTU_504,OTU_505,OTU_506,OTU_507,OTU_508,OTU_509,OTU_51,OTU_510,OTU_511,OTU_512,OTU_513,OTU_514,OTU_515,OTU_516,OTU_517,OTU_518,OTU_519,OTU_52,OTU_520,OTU_521,OTU_522,OTU_523,OTU_524,OTU_53,OTU_54,OTU_55,OTU_56,OTU_57,OTU_58,OTU_59,OTU_6,OTU_60,OTU_61,OTU_62,OTU_63,OTU_64,OTU_65,OTU_66,OTU_67,OTU_68,OTU_69,OTU_7,OTU_70,OTU_71,OTU_72,OTU_73,OTU_74,OTU_75,OTU_76,OTU_77,OTU_78,OTU_79,OTU_8,OTU_80,OTU_81,OTU_82,OTU_83,OTU_84,OTU_85,OTU_86,OTU_87,OTU_88,OTU_89,OTU_9,OTU_90,OTU_91,OTU_92,OTU_93,OTU_94,OTU_95,OTU_96,OTU_97,OTU_98,OTU_99
SRR063014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,27,6,22,8,39,193,390,55,8,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR063015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,1,11,0,145,0,0,0,0,0,0,2,3,2,1,0,0,2,0,0,1,3,0,0,0,7,3,3,0,0,0,1,3,62,15,5,3,101,0,36,23,0,8,2,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,149,0,0,0,0,0,0,3,0,2,4,3,0,1,2,1,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,3,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR063016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,1,0,0,1,0,0,0,0,6,1,2,0,0,0,1,1,51,4,4,2,70,0,21,19,0,5,0,938,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,2,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR063017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,43,0,45,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,143,27,82,445,3,273,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR063018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,31,17,9,10,206,4,377,0,0,0,0,0,6,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR063019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,14,0,5,2,3,16,34,0,0,0,0,0,3,0,0,0,0,59,0,273,0,1,3,0,838,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR063020,5,4,0,0,8,12,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,5,0,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,64,19,0,0,1,0,0,1,0,0,41,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,118,0,0,19,0,0,0,0,0,1,2,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,39,0,42,44,0,0,4,0,0,39,0,0,0,0,0,0,0,0,1,1,2,31
SRR063021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,5,5,12,7,22,95,208,19,6,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,10,0,4,6,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SRR063022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,1,1,8,1,3,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,1,0,1,0,0,2,0,3,0,0,0,1,4,52,13,6,1,92,1,32,19,0,1,2,1010,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR063023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,16,20,9,21,8,62,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
